Generation,Worker_Index,Start_Times,Shift_Lengths
25,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
25,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
25,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
25,10,"['X', 'X', 16, 16, 16, 16, 16]","[0, 0, 9, 9, 9, 9, 9]"
25,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
25,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
25,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
25,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
25,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
25,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
25,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
25,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
25,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
25,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
25,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
25,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
25,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
25,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
25,25,"[19, 19, 19, 'X', 'X', 19, 19]","[5, 5, 5, 0, 0, 5, 5]"
25,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
25,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
25,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
25,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
25,30,"[15, 15, 15, 15, 15, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
25,31,"[2, 2, 2, 'X', 'X', 2, 2]","[6, 6, 6, 0, 0, 6, 6]"
25,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
25,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
25,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
25,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
25,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
25,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
25,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
26,0,"['X', 'X', 13, 13, 13, 13, 13]","[0, 0, 10, 10, 10, 10, 10]"
26,1,"[6, 6, 6, 'X', 'X', 6, 6]","[7, 7, 7, 0, 0, 7, 7]"
26,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
26,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
26,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
26,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
26,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
26,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
26,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
26,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
26,10,"['X', 'X', 16, 16, 16, 16, 16]","[0, 0, 9, 9, 9, 9, 9]"
26,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
26,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
26,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
26,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
26,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
26,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
26,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
26,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
26,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
26,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
26,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
26,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
26,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
26,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
26,25,"[19, 19, 19, 'X', 'X', 19, 19]","[5, 5, 5, 0, 0, 5, 5]"
26,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
26,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
26,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
26,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
26,30,"[15, 15, 15, 15, 15, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
26,31,"[2, 2, 2, 'X', 'X', 2, 2]","[6, 6, 6, 0, 0, 6, 6]"
26,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
26,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
26,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
26,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
26,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
26,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
26,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
27,0,"['X', 1, 1, 1, 1, 1, 'X']","[0, 6, 6, 6, 6, 6, 0]"
27,1,"[9, 9, 9, 9, 'X', 'X', 9]","[8, 8, 8, 8, 0, 0, 8]"
27,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
27,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
27,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
27,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
27,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
27,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
27,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
27,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
27,10,"['X', 'X', 16, 16, 16, 16, 16]","[0, 0, 9, 9, 9, 9, 9]"
27,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
27,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
27,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
27,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
27,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
27,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
27,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
27,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
27,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
27,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
27,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
27,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
27,23,"[1, 1, 1, 1, 'X', 'X', 1]","[4, 4, 4, 4, 0, 0, 4]"
27,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
27,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
27,26,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
27,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
27,28,"[23, 23, 23, 23, 'X', 'X', 23]","[5, 5, 5, 5, 0, 0, 5]"
27,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
27,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
27,31,"[2, 2, 2, 'X', 'X', 2, 2]","[6, 6, 6, 0, 0, 6, 6]"
27,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
27,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
27,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
27,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
27,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
27,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
27,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
28,0,"['X', 1, 1, 1, 1, 1, 'X']","[0, 6, 6, 6, 6, 6, 0]"
28,1,"[9, 9, 9, 9, 'X', 'X', 9]","[8, 8, 8, 8, 0, 0, 8]"
28,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
28,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
28,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
28,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
28,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
28,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
28,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
28,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
28,10,"['X', 'X', 16, 16, 16, 16, 16]","[0, 0, 9, 9, 9, 9, 9]"
28,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
28,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
28,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
28,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
28,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
28,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
28,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
28,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
28,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
28,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
28,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
28,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
28,23,"[1, 1, 1, 1, 'X', 'X', 1]","[4, 4, 4, 4, 0, 0, 4]"
28,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
28,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
28,26,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
28,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
28,28,"[23, 23, 23, 23, 'X', 'X', 23]","[5, 5, 5, 5, 0, 0, 5]"
28,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
28,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
28,31,"[2, 2, 2, 'X', 'X', 2, 2]","[6, 6, 6, 0, 0, 6, 6]"
28,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
28,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
28,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
28,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
28,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
28,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
28,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
29,0,"['X', 1, 1, 1, 1, 1, 'X']","[0, 6, 6, 6, 6, 6, 0]"
29,1,"[9, 9, 9, 9, 'X', 'X', 9]","[8, 8, 8, 8, 0, 0, 8]"
29,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
29,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
29,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
29,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
29,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
29,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
29,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
29,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
29,10,"['X', 'X', 16, 16, 16, 16, 16]","[0, 0, 9, 9, 9, 9, 9]"
29,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
29,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
29,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
29,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
29,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
29,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
29,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
29,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
29,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
29,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
29,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
29,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
29,23,"[1, 1, 1, 1, 'X', 'X', 1]","[4, 4, 4, 4, 0, 0, 4]"
29,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
29,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
29,26,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
29,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
29,28,"[23, 23, 23, 23, 'X', 'X', 23]","[5, 5, 5, 5, 0, 0, 5]"
29,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
29,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
29,31,"[2, 2, 2, 'X', 'X', 2, 2]","[6, 6, 6, 0, 0, 6, 6]"
29,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
29,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
29,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
29,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
29,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
29,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
29,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
30,0,"['X', 1, 1, 1, 1, 1, 'X']","[0, 6, 6, 6, 6, 6, 0]"
30,1,"[9, 9, 9, 9, 'X', 'X', 9]","[8, 8, 8, 8, 0, 0, 8]"
30,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
30,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
30,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
30,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
30,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
30,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
30,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
30,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
30,10,"['X', 'X', 16, 16, 16, 16, 16]","[0, 0, 9, 9, 9, 9, 9]"
30,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
30,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
30,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
30,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
30,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
30,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
30,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
30,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
30,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
30,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
30,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
30,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
30,23,"[1, 1, 1, 1, 'X', 'X', 1]","[4, 4, 4, 4, 0, 0, 4]"
30,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
30,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
30,26,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
30,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
30,28,"[23, 23, 23, 23, 'X', 'X', 23]","[5, 5, 5, 5, 0, 0, 5]"
30,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
30,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
30,31,"[2, 2, 2, 'X', 'X', 2, 2]","[6, 6, 6, 0, 0, 6, 6]"
30,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
30,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
30,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
30,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
30,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
30,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
30,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
31,0,"['X', 1, 1, 1, 1, 1, 'X']","[0, 6, 6, 6, 6, 6, 0]"
31,1,"[9, 9, 9, 9, 'X', 'X', 9]","[8, 8, 8, 8, 0, 0, 8]"
31,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
31,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
31,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
31,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
31,6,"[14, 14, 'X', 'X', 14, 14, 14]","[4, 4, 0, 0, 4, 4, 4]"
31,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
31,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
31,9,"['X', 19, 19, 19, 19, 19, 'X']","[0, 8, 8, 8, 8, 8, 0]"
31,10,"['X', 'X', 16, 16, 16, 16, 16]","[0, 0, 9, 9, 9, 9, 9]"
31,11,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 7, 7, 7, 7, 7]"
31,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
31,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
31,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
31,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
31,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
31,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
31,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
31,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
31,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
31,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
31,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
31,23,"[1, 1, 1, 1, 'X', 'X', 1]","[4, 4, 4, 4, 0, 0, 4]"
31,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
31,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
31,26,"['X', 15, 15, 15, 15, 15, 'X']","[0, 10, 10, 10, 10, 10, 0]"
31,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
31,28,"[23, 23, 23, 23, 'X', 'X', 23]","[5, 5, 5, 5, 0, 0, 5]"
31,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
31,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
31,31,"[2, 2, 2, 'X', 'X', 2, 2]","[6, 6, 6, 0, 0, 6, 6]"
31,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
31,33,"[10, 10, 'X', 'X', 10, 10, 10]","[11, 11, 0, 0, 11, 11, 11]"
31,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
31,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
31,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
31,37,"[3, 'X', 'X', 3, 3, 3, 3]","[5, 0, 0, 5, 5, 5, 5]"
31,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
32,0,"['X', 1, 1, 1, 1, 1, 'X']","[0, 6, 6, 6, 6, 6, 0]"
32,1,"[9, 9, 9, 9, 'X', 'X', 9]","[8, 8, 8, 8, 0, 0, 8]"
32,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
32,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
32,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
