Generation,Worker_Index,Start_Times,Shift_Lengths
73,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
73,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
73,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
73,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
73,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
73,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
73,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
73,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
73,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
73,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
73,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
73,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
73,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
73,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
73,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
73,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
73,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
73,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
73,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
73,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
73,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
73,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
73,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
73,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
74,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
74,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
74,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
74,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
74,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
74,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
74,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
74,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
74,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
74,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
74,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
74,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
74,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
74,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
74,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
74,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
74,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
74,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
74,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
74,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
74,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
74,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
74,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
74,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
74,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
74,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
74,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
74,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
74,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
74,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
74,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
74,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
74,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
74,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
74,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
74,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
74,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
74,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
74,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
75,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
75,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
75,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
75,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
75,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
75,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
75,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
75,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
75,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
75,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
75,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
75,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
75,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
75,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
75,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
75,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
75,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
75,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
75,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
75,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
75,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
75,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
75,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
75,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
75,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
75,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
75,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
75,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
75,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
75,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
75,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
75,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
75,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
75,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
75,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
75,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
75,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
75,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
75,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
76,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
76,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
76,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
76,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
76,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
76,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
76,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
76,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
76,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
76,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
76,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
76,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
76,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
76,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
76,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
76,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
76,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
76,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
76,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
76,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
76,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
76,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
76,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
76,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
76,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
76,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
76,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
76,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
76,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
76,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
76,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
76,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
76,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
76,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
76,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
76,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
76,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
76,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
76,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
77,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
77,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
77,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
77,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
77,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
77,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
77,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
77,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
77,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
77,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
77,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
77,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
77,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
77,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
77,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
77,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
77,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
77,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
77,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
77,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
77,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
77,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
77,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
77,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
77,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
77,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
77,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
77,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
77,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
77,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
77,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
77,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
77,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
77,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
77,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
77,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
77,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
77,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
77,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
78,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
78,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
78,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
78,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
78,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
78,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
78,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
78,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
78,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
78,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
78,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
78,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
78,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
78,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
78,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
78,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
78,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
78,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
78,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
78,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
78,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
78,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
78,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
78,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
78,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
78,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
78,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
78,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
78,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
78,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
78,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
78,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
78,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
78,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
78,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
78,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
78,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
78,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
78,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
79,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
79,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
79,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
79,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
79,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
79,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
79,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
79,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
79,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
79,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
79,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
79,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
79,12,"['X', 11, 11, 11, 11, 11, 'X']","[0, 10, 10, 10, 10, 10, 0]"
79,13,"['X', 9, 9, 9, 9, 9, 'X']","[0, 6, 6, 6, 6, 6, 0]"
79,14,"[22, 22, 'X', 'X', 22, 22, 22]","[5, 5, 0, 0, 5, 5, 5]"
79,15,"[0, 0, 0, 0, 0, 'X', 'X']","[12, 12, 12, 12, 12, 0, 0]"
79,16,"[0, 0, 0, 0, 0, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
79,17,"[12, 12, 12, 12, 12, 'X', 'X']","[10, 10, 10, 10, 10, 0, 0]"
79,18,"['X', 11, 11, 11, 11, 11, 'X']","[0, 11, 11, 11, 11, 11, 0]"
79,19,"[22, 22, 22, 22, 22, 'X', 'X']","[5, 5, 5, 5, 5, 0, 0]"
79,20,"[15, 15, 15, 15, 15, 'X', 'X']","[11, 11, 11, 11, 11, 0, 0]"
79,21,"['X', 'X', 0, 0, 0, 0, 0]","[0, 0, 4, 4, 4, 4, 4]"
79,22,"[1, 1, 'X', 'X', 1, 1, 1]","[5, 5, 0, 0, 5, 5, 5]"
79,23,"[9, 9, 9, 9, 9, 'X', 'X']","[8, 8, 8, 8, 8, 0, 0]"
79,24,"['X', 13, 13, 13, 13, 13, 'X']","[0, 9, 9, 9, 9, 9, 0]"
79,25,"[12, 12, 12, 'X', 'X', 12, 12]","[6, 6, 6, 0, 0, 6, 6]"
79,26,"[16, 16, 16, 'X', 'X', 16, 16]","[7, 7, 7, 0, 0, 7, 7]"
79,27,"['X', 5, 5, 5, 5, 5, 'X']","[0, 5, 5, 5, 5, 5, 0]"
79,28,"[22, 22, 22, 22, 22, 'X', 'X']","[9, 9, 9, 9, 9, 0, 0]"
79,29,"[9, 9, 'X', 'X', 9, 9, 9]","[6, 6, 0, 0, 6, 6, 6]"
79,30,"[18, 18, 18, 18, 'X', 'X', 18]","[9, 9, 9, 9, 0, 0, 9]"
79,31,"[0, 0, 0, 0, 0, 'X', 'X']","[7, 7, 7, 7, 7, 0, 0]"
79,32,"[19, 19, 19, 19, 'X', 'X', 19]","[7, 7, 7, 7, 0, 0, 7]"
79,33,"[18, 18, 18, 18, 'X', 'X', 18]","[4, 4, 4, 4, 0, 0, 4]"
79,34,"['X', 'X', 22, 22, 22, 22, 22]","[0, 0, 7, 7, 7, 7, 7]"
79,35,"['X', 'X', 17, 17, 17, 17, 17]","[0, 0, 9, 9, 9, 9, 9]"
79,36,"['X', 2, 2, 2, 2, 2, 'X']","[0, 6, 6, 6, 6, 6, 0]"
79,37,"[15, 15, 15, 'X', 'X', 15, 15]","[5, 5, 5, 0, 0, 5, 5]"
79,38,"[15, 15, 'X', 'X', 15, 15, 15]","[7, 7, 0, 0, 7, 7, 7]"
80,0,"['X', 'X', 10, 10, 10, 10, 10]","[0, 0, 12, 12, 12, 12, 12]"
80,1,"[12, 12, 'X', 'X', 12, 12, 12]","[7, 7, 0, 0, 7, 7, 7]"
80,2,"['X', 10, 10, 10, 10, 10, 'X']","[0, 12, 12, 12, 12, 12, 0]"
80,3,"[21, 21, 'X', 'X', 21, 21, 21]","[12, 12, 0, 0, 12, 12, 12]"
80,4,"[9, 9, 9, 'X', 'X', 9, 9]","[6, 6, 6, 0, 0, 6, 6]"
80,5,"['X', 11, 11, 11, 11, 11, 'X']","[0, 7, 7, 7, 7, 7, 0]"
80,6,"[7, 7, 'X', 'X', 7, 7, 7]","[4, 4, 0, 0, 4, 4, 4]"
80,7,"['X', 15, 15, 15, 15, 15, 'X']","[0, 11, 11, 11, 11, 11, 0]"
80,8,"['X', 'X', 14, 14, 14, 14, 14]","[0, 0, 5, 5, 5, 5, 5]"
80,9,"['X', 'X', 12, 12, 12, 12, 12]","[0, 0, 11, 11, 11, 11, 11]"
80,10,"['X', 23, 23, 23, 23, 23, 'X']","[0, 9, 9, 9, 9, 9, 0]"
80,11,"[17, 17, 17, 17, 17, 'X', 'X']","[4, 4, 4, 4, 4, 0, 0]"
